Player,Debuted,Debut_age,Retired,Ret_age,G,PA,AB,R,H,1B,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,TB,GIDP,HBP,SH,SF,IBB,HOF
Dan Brouthers,1879,21,1904,46,1676,7691,6726,1529,2303,1528,462,206,107,1301,257,0.0,840,238.0,0.342,0.423,0.52,0.943,171,3498,0.0,105,20.0,0.0,0.0,1
Larry Herndon,1974,20,1988,34,1537,5319,4877,605,1334,965,186,76,107,550,92,57.0,353,793.0,0.274,0.322,0.409,0.731,103,1993,125.0,16,32.0,38.0,24.0,0
Danny Litwhiler,1940,23,1951,34,1057,3862,3494,428,982,681,162,32,107,451,11,29.0,299,377.0,0.281,0.342,0.438,0.78,119,1529,83.0,27,38.0,0.0,29.0,0
Tony Pena,1980,23,1997,40,1988,7073,6489,667,1687,1255,298,27,107,708,80,63.0,455,846.0,0.26,0.309,0.364,0.673,84,2360,234.0,23,68.0,38.0,72.0,0
Todd Walker,1996,23,2007,34,1288,5055,4554,647,1316,895,284,30,107,545,66,37.0,421,571.0,0.289,0.348,0.435,0.783,98,1981,102.0,16,18.0,46.0,34.0,0
Frank Bolling,1954,22,1966,34,1540,6190,5562,692,1415,1048,221,40,106,556,40,38.0,462,558.0,0.254,0.313,0.366,0.679,85,2034,114.0,30,97.0,38.0,33.0,0
Rico Brogna,1992,22,2001,31,848,3223,2958,379,795,500,176,13,106,458,32,16.0,227,655.0,0.269,0.32,0.445,0.764,96,1315,73.0,7,5.0,26.0,29.0,0
Bruce Campbell,1930,20,1942,32,1360,5370,4762,759,1382,894,295,87,106,766,53,50.0,548,584.0,0.29,0.367,0.455,0.822,110,2169,25.0,27,32.0,0.0,29.0,0
Hugh Duffy,1888,21,1906,39,1737,7842,7044,1554,2293,1743,325,119,106,1302,574,0.0,664,268.0,0.326,0.386,0.451,0.837,123,3174,0.0,29,104.0,0.0,0.0,1
Scott Hairston,2004,24,2014,34,923,2660,2431,300,589,333,133,17,106,313,36,11.0,175,577.0,0.242,0.296,0.442,0.738,97,1074,41.0,21,10.0,23.0,5.0,0
Ron Hansen,1958,20,1972,34,1384,4964,4311,446,1007,728,156,17,106,501,9,14.0,551,643.0,0.234,0.32,0.351,0.672,92,1515,141.0,19,39.0,41.0,49.0,0
Scott Hatteberg,1995,25,2008,38,1314,4876,4226,538,1153,791,249,7,106,527,3,8.0,562,503.0,0.273,0.361,0.41,0.772,101,1734,117.0,42,15.0,31.0,27.0,0
Whitey Kurowski,1941,23,1949,31,916,3693,3229,518,925,625,162,32,106,529,19,12.0,369,332.0,0.286,0.366,0.455,0.821,125,1469,72.0,36,57.0,0.0,42.0,0
Irish Meusel,1914,21,1927,34,1289,5311,4900,701,1521,1072,250,93,106,819,113,60.0,269,199.0,0.31,0.348,0.464,0.813,119,2275,0.0,17,123.0,0.0,7.0,0
Trevor Plouffe,2010,24,2018,32,830,3234,2933,364,710,439,155,10,106,379,12,11.0,246,676.0,0.242,0.304,0.41,0.714,95,1203,89.0,25,7.0,23.0,5.0,0
Rip Repulski,1953,24,1961,32,928,3379,3088,407,830,548,153,23,106,416,25,29.0,207,433.0,0.269,0.319,0.436,0.755,98,1347,90.0,33,20.0,30.0,15.0,0
David Ross,2002,25,2016,39,883,2644,2280,254,521,294,116,5,106,314,3,5.0,287,735.0,0.229,0.316,0.423,0.739,94,965,49.0,17,32.0,27.0,30.0,0
Lee Thomas,1961,25,1968,32,1027,3731,3324,405,847,608,111,22,106,428,25,11.0,332,397.0,0.255,0.327,0.397,0.724,100,1320,85.0,32,23.0,19.0,35.0,0
Mike Tiernan,1887,20,1899,32,1478,6732,5915,1316,1838,1313,257,162,106,853,428,0.0,748,376.0,0.311,0.392,0.463,0.855,138,2737,0.0,41,28.0,0.0,0.0,0
Bob Boone,1972,24,1990,42,2264,8148,7245,679,1838,1404,303,26,105,826,38,50.0,663,608.0,0.254,0.315,0.346,0.661,82,2508,191.0,20,142.0,78.0,90.0,0
Bob Cerv,1951,26,1962,37,829,2517,2261,320,624,397,96,26,105,374,12,10.0,212,392.0,0.276,0.34,0.481,0.821,122,1087,73.0,17,6.0,20.0,20.0,0
Jack Cust,2001,22,2011,32,670,2581,2107,311,510,307,96,2,105,323,6,6.0,444,819.0,0.242,0.374,0.439,0.813,120,925,32.0,12,0.0,18.0,12.0,0
Mike Devereaux,1987,24,1998,35,1086,4102,3740,491,949,641,170,33,105,480,85,56.0,296,635.0,0.254,0.308,0.401,0.709,92,1500,84.0,12,20.0,34.0,6.0,0
Mark Ellis,2002,25,2014,37,1435,5728,5117,690,1343,956,257,25,105,550,82,29.0,438,801.0,0.262,0.327,0.384,0.711,92,1965,89.0,75,59.0,39.0,20.0,0
Frankie Frisch,1919,21,1937,39,2311,10101,9112,1532,2880,2171,466,138,105,1244,419,176.0,728,272.0,0.316,0.369,0.432,0.801,110,3937,55.0,31,229.0,0.0,25.0,1
George Grantham,1922,22,1934,34,1444,5900,4989,912,1508,1018,292,93,105,712,132,95.0,717,526.0,0.302,0.392,0.461,0.854,122,2301,5.0,23,168.0,0.0,24.0,0
Mike Morse,2005,23,2017,35,832,2813,2569,296,705,453,139,8,105,355,6,6.0,178,668.0,0.274,0.331,0.457,0.788,115,1175,83.0,47,0.0,19.0,7.0,0
Dave Nilsson,1992,22,1999,29,837,3153,2779,389,789,517,157,10,105,470,15,18.0,320,424.0,0.284,0.356,0.461,0.817,110,1281,57.0,10,12.0,32.0,40.0,0
Daryl Spencer,1952,23,1963,34,1098,4208,3689,457,901,631,145,20,105,428,13,7.0,449,516.0,0.244,0.327,0.38,0.707,89,1401,103.0,20,21.0,27.0,25.0,0
Dixie Walker,1931,20,1949,38,1905,7669,6740,1038,2064,1487,376,96,105,1023,59,41.0,817,325.0,0.306,0.383,0.437,0.82,121,2947,81.0,16,93.0,0.0,104.0,0
Mark Whiten,1990,23,2000,33,939,3523,3104,465,804,550,129,20,105,423,78,40.0,378,712.0,0.259,0.341,0.415,0.756,102,1288,81.0,17,5.0,17.0,42.0,0
Earl Battey,1955,20,1967,32,1141,4105,3586,393,969,698,150,17,104,449,13,12.0,421,470.0,0.27,0.349,0.409,0.757,106,1465,127.0,28,39.0,30.0,42.0,0
Ivan Calderon,1984,22,1993,31,924,3672,3312,470,901,572,200,25,104,444,97,49.0,306,556.0,0.272,0.333,0.442,0.775,113,1463,102.0,13,6.0,35.0,30.0,0
Jorge Cantu,2004,22,2011,29,847,3395,3128,367,847,535,203,5,104,476,11,4.0,189,559.0,0.271,0.316,0.439,0.755,97,1372,102.0,37,1.0,39.0,15.0,0
Kal Daniels,1986,22,1992,28,727,2739,2338,391,666,429,125,8,104,360,87,26.0,365,493.0,0.285,0.382,0.479,0.861,138,1119,51.0,14,4.0,18.0,28.0,0
Ryan Doumit,2005,24,2014,33,980,3407,3093,350,818,516,191,7,104,413,12,6.0,232,621.0,0.264,0.324,0.432,0.756,103,1335,89.0,53,3.0,26.0,28.0,0
Luke Easter,1947,31,1954,38,594,2355,2092,325,578,379,74,21,104,413,5,8.0,225,293.0,0.276,0.356,0.481,0.837,128,1006,49.0,33,5.0,0.0,16.0,0
Jacoby Ellsbury,2007,23,2017,33,1235,5375,4846,749,1376,984,241,47,104,512,343,71.0,399,737.0,0.284,0.342,0.417,0.76,103,2023,82.0,46,21.0,32.0,19.0,0
Granny Hamner,1944,17,1962,35,1531,6293,5839,711,1529,1091,272,62,104,708,35,20.0,351,432.0,0.262,0.303,0.383,0.686,84,2237,173.0,6,71.0,24.0,37.0,0
David Murphy,2006,24,2015,33,1110,3847,3467,440,950,627,203,16,104,472,54,28.0,316,575.0,0.274,0.333,0.432,0.765,103,1497,61.0,9,7.0,37.0,23.0,0
Xavier Nady,2000,21,2014,35,961,3241,2969,365,797,527,159,7,104,410,19,8.0,189,626.0,0.268,0.323,0.432,0.755,99,1282,95.0,58,7.0,18.0,15.0,0
Jim Piersall,1950,20,1967,37,1734,6593,5890,811,1604,1192,256,52,104,591,115,57.0,524,583.0,0.272,0.332,0.386,0.718,93,2276,161.0,25,104.0,48.0,25.0,0
Placido Polanco,1998,22,2013,37,1927,7887,7214,1009,2142,1658,348,32,104,723,81,30.0,429,538.0,0.297,0.343,0.397,0.74,95,2866,201.0,101,86.0,56.0,13.0,0
John Roseboro,1957,24,1970,37,1585,5529,4847,512,1206,868,190,44,104,548,67,56.0,547,677.0,0.249,0.326,0.371,0.697,95,1796,76.0,36,44.0,53.0,110.0,0
Franklin Stubbs,1984,23,1995,34,945,2899,2591,323,602,377,109,12,104,348,74,28.0,260,626.0,0.232,0.303,0.404,0.707,96,1047,36.0,10,19.0,19.0,38.0,0
Jim Tabor,1938,21,1947,30,1005,4136,3788,473,1021,697,191,29,104,598,69,59.0,286,377.0,0.27,0.322,0.418,0.739,99,1582,90.0,6,56.0,0.0,25.0,0
Dick Gernert,1952,23,1962,33,835,2896,2493,357,632,417,104,8,103,402,10,11.0,363,462.0,0.254,0.351,0.426,0.776,106,1061,67.0,17,10.0,13.0,19.0,0
Tony Gonzalez,1960,23,1971,34,1559,5794,5195,690,1485,1087,238,57,103,615,79,61.0,467,706.0,0.286,0.35,0.413,0.764,114,2146,124.0,71,20.0,40.0,63.0,0
Randy Jackson,1950,24,1959,33,955,3549,3203,412,835,573,115,44,103,415,36,16.0,281,382.0,0.261,0.32,0.421,0.741,94,1347,108.0,7,42.0,15.0,19.0,0
Freddie Lindstrom,1924,18,1936,30,1438,6109,5611,895,1747,1262,301,81,103,779,84,99.0,334,276.0,0.311,0.351,0.449,0.8,110,2519,35.0,13,146.0,0.0,11.0,1
Brian McRae,1990,22,1999,31,1354,5737,5114,734,1336,911,264,58,103,532,196,86.0,488,824.0,0.261,0.331,0.396,0.726,92,2025,87.0,57,46.0,32.0,20.0,0
Orlando Merced,1990,23,2003,36,1391,4532,3998,564,1108,748,229,28,103,585,57,29.0,487,661.0,0.277,0.355,0.426,0.781,107,1702,89.0,12,3.0,30.0,53.0,0
Bob Skinner,1954,22,1966,34,1381,4874,4318,642,1198,840,197,58,103,531,67,36.0,485,646.0,0.277,0.351,0.421,0.773,108,1820,81.0,17,33.0,20.0,53.0,0
Ollie Brown,1965,21,1977,33,1221,4012,3642,404,964,707,144,11,102,454,30,27.0,314,616.0,0.265,0.324,0.394,0.718,103,1436,97.0,17,16.0,23.0,45.0,0
Jay Johnstone,1966,20,1985,39,1748,5229,4703,578,1254,899,215,38,102,531,50,54.0,429,632.0,0.267,0.329,0.394,0.722,103,1851,80.0,22,40.0,35.0,61.0,0
Joe Oliver,1989,23,2001,35,1076,3698,3367,320,831,552,174,3,102,476,13,13.0,248,637.0,0.247,0.299,0.391,0.69,83,1317,93.0,15,34.0,34.0,52.0,0
Lou Piniella,1964,20,1984,40,1747,6362,5867,651,1705,1257,305,41,102,766,32,41.0,368,541.0,0.291,0.333,0.409,0.741,109,2398,209.0,31,35.0,61.0,82.0,0
George Sisler,1915,22,1930,37,2055,9018,8267,1284,2812,2121,425,164,102,1178,375,149.0,472,327.0,0.34,0.379,0.468,0.847,125,3871,0.0,48,226.0,0.0,4.0,1
Eric Soderholm,1971,22,1980,31,894,3255,2894,402,764,528,120,14,102,383,18,21.0,295,359.0,0.264,0.335,0.421,0.756,110,1218,90.0,22,21.0,19.0,15.0,0
Steve Yeager,1972,23,1986,37,1269,4015,3584,357,816,580,118,16,102,410,14,18.0,342,726.0,0.228,0.298,0.355,0.653,83,1272,93.0,27,33.0,28.0,64.0,0
George Altman,1959,26,1967,34,991,3420,3091,409,832,565,132,34,101,403,52,22.0,268,572.0,0.269,0.329,0.432,0.761,106,1335,43.0,20,19.0,21.0,38.0,0
Geronimo Berroa,1989,24,2000,35,779,2825,2506,379,692,469,113,9,101,382,19,16.0,276,510.0,0.276,0.349,0.449,0.798,109,1126,68.0,17,0.0,26.0,10.0,0
Dave Concepcion,1970,22,1988,40,2488,9641,8723,993,2326,1788,389,48,101,950,321,109.0,736,1186.0,0.267,0.322,0.357,0.679,88,3114,266.0,21,74.0,86.0,93.0,0
Chad Curtis,1992,23,2001,32,1204,4650,4017,648,1061,749,195,16,101,461,212,98.0,510,676.0,0.264,0.349,0.396,0.745,95,1591,102.0,40,34.0,49.0,11.0,0
Ed Delahanty,1888,20,1903,35,1837,8402,7510,1600,2597,1788,522,186,101,1466,456,0.0,742,439.0,0.346,0.411,0.505,0.917,152,3794,0.0,94,54.0,0.0,0.0,1
David Dellucci,1997,23,2009,35,1099,3266,2873,431,736,459,141,35,101,398,41,25.0,322,714.0,0.256,0.338,0.435,0.773,98,1250,58.0,46,3.0,22.0,20.0,0
Hank Leiber,1933,22,1942,31,813,3141,2805,410,808,546,137,24,101,518,5,19.0,274,319.0,0.288,0.356,0.462,0.818,122,1296,78.0,21,40.0,0.0,33.0,0
Nate McLouth,2005,23,2014,32,1045,3737,3257,521,803,492,191,19,101,333,133,24.0,366,639.0,0.247,0.332,0.41,0.742,98,1335,41.0,59,36.0,19.0,23.0,0
Denis Menke,1962,21,1974,33,1598,5936,5071,605,1270,904,225,40,101,606,34,54.0,698,853.0,0.25,0.343,0.37,0.713,103,1878,99.0,46,54.0,65.0,73.0,0
Walt Moryn,1954,28,1961,35,785,2803,2506,324,667,434,116,16,101,354,7,7.0,251,393.0,0.266,0.335,0.446,0.781,108,1118,57.0,19,8.0,18.0,23.0,0
Honus Wagner,1897,23,1917,43,2794,11766,10439,1739,3420,2424,643,252,101,1732,723,26.0,963,735.0,0.328,0.391,0.467,0.858,151,4870,0.0,125,221.0,0.0,0.0,1
Bruce Bochte,1974,23,1986,35,1538,5994,5233,643,1478,1107,250,21,100,658,43,41.0,653,662.0,0.282,0.36,0.396,0.756,113,2070,156.0,13,44.0,51.0,65.0,0
Mark DeRosa,1998,23,2013,38,1241,4094,3633,538,975,667,196,12,100,494,23,18.0,358,707.0,0.268,0.34,0.412,0.751,95,1495,96.0,52,15.0,36.0,17.0,0
Augie Galan,1934,22,1949,37,1742,7007,5937,1004,1706,1196,336,74,100,830,123,84.0,979,393.0,0.287,0.39,0.419,0.81,122,2490,72.0,25,62.0,0.0,45.0,0
Mike Jacobs,2005,24,2012,31,569,2140,1949,248,493,271,116,6,100,312,5,2.0,170,492.0,0.253,0.313,0.473,0.786,104,921,49.0,7,1.0,13.0,18.0,0
John Kruk,1986,25,1995,34,1200,4603,3897,582,1170,837,199,34,100,592,58,31.0,649,701.0,0.3,0.397,0.446,0.842,134,1737,92.0,2,12.0,43.0,83.0,0
Duke Sims,1964,23,1974,33,843,2810,2422,263,580,394,80,6,100,310,6,16.0,338,483.0,0.239,0.34,0.401,0.741,112,972,45.0,35,6.0,9.0,34.0,0
Randy Velarde,1987,24,2002,39,1273,4813,4244,633,1171,834,214,23,100,445,78,37.0,463,853.0,0.276,0.352,0.408,0.76,101,1731,118.0,49,38.0,19.0,6.0,0
